Cluster Number,Max Value,Num Voxels,Percentage of Voxel,MNI Coordinates,Region Name,ROI_Idx,ROI_name,Conectivity
11,-10.0,2,0.6389776357827476, -27 -81 15,A39c_L,92,A37elv_R,-1
11,-11.0,11,3.583061889250814, -42 -45 51,A40rd_L,92,A37elv_R,-1
11,-17.0,25,9.652509652509652, -18 -75 33,dmPOS_L,92,A37elv_R,-1
11,-11.0,1,0.4716981132075472, -42 -42 54,A2_L,92,A37elv_R,-1
11,-15.0,6,2.0, -15 -81 30,vmPOS_L,92,A37elv_R,-1
11,-14.0,9,4.787234042553192, -15 -81 36,msOccG_L,92,A37elv_R,-1
11,-17.0,62,36.904761904761905, -24 -78 30,lsOccG_L,92,A37elv_R,-1
12,-11.0,1,0.3861003861003861, -21 -72 24,dmPOS_L,92,A37elv_R,-1
13,-10.0,1,0.3861003861003861, -21 -69 27,dmPOS_L,92,A37elv_R,-1
14,-11.0,5,2.4630541871921183, -21 -9 54,A6dl_L,92,A37elv_R,-1
14,-11.0,3,1.5463917525773196, -24 -6 51,A6vl_L,92,A37elv_R,-1
14,-14.0,8,4.060913705583756, -24 -9 51,A6cdl_L,92,A37elv_R,-1
1,-13.0,6,2.6315789473684212, -12 48 33,A9l_L,95,A20il_L,-1
1,-13.0,35,15.625, -3 39 30,A9m_L,95,A20il_L,-1
1,-10.0,40,16.597510373443985, 3 42 27,A9m_R,95,A20il_L,-1
1,-12.0,11,3.4482758620689653, -6 42 24,A10m_L,95,A20il_L,-1
1,-10.0,2,0.8097165991902834, 3 51 24,A10m_R,95,A20il_L,-1
1,-10.0,13,9.154929577464788, -6 39 21,A32p_L,95,A20il_L,-1
1,-10.0,3,2.727272727272727, 0 36 27,A32p_R,95,A20il_L,-1
2,-10.0,2,0.8097165991902834, 3 57 24,A10m_R,95,A20il_L,-1
3,-10.0,1,0.32051282051282054, -18 45 33,A9/46d_L,95,A20il_L,-1
4,-10.0,3,0.9615384615384616, -21 42 27,A9/46d_L,95,A20il_L,-1
5,-10.0,1,0.704225352112676, -42 27 -18,A12/47o_L,95,A20il_L,-1
1,-10.0,2,0.8928571428571429, -6 45 30,A9m_L,99,A20cl_L,-1
1,-10.0,1,0.31347962382445144, -9 42 30,A10m_L,99,A20cl_L,-1
2,-12.0,2,0.9852216748768473, -21 6 54,A6dl_L,99,A20cl_L,-1
2,-10.0,54,27.835051546391753, -33 3 54,A6vl_L,99,A20cl_L,-1
2,-10.0,1,0.5076142131979695, -36 -3 57,A6cdl_L,99,A20cl_L,-1
3,-10.0,1,0.37174721189591076, -24 21 57,A8dl_L,99,A20cl_L,-1
4,-13.0,2,0.6920415224913494, -27 15 57,A8vl_L,99,A20cl_L,-1
5,-10.0,1,0.4166666666666667, -42 3 45,IFJ_L,99,A20cl_L,-1
5,-10.0,1,0.5154639175257731, -42 3 51,A6vl_L,99,A20cl_L,-1
5,-10.0,5,2.314814814814815, -45 3 45,A6cvl_L,99,A20cl_L,-1
6,-10.0,1,0.46296296296296297, -54 12 27,A6cvl_L,99,A20cl_L,-1
1,-13.0,17,5.379746835443038, 63 -24 45,A40rd_R,107,A37lv_L,-1
1,-14.0,25,6.510416666666667, 60 -27 39,A40rv_R,107,A37lv_L,-1
2,-13.0,4,2.73972602739726, 57 3 30,A4hf_R,107,A37lv_L,-1
2,-13.0,15,6.912442396313364, 57 6 27,A6cvl_R,107,A37lv_L,-1
3,-10.0,9,4.225352112676056, 54 -21 54,A2_R,107,A37lv_L,-1
4,-10.0,1,0.37453183520599254, 57 -9 48,A1/2/3ulhf_R,107,A37lv_L,-1
5,-11.0,20,6.329113924050633, 48 -36 51,A40rd_R,107,A37lv_L,-1
5,-11.0,2,0.7490636704119851, 48 -24 60,A1/2/3ulhf_R,107,A37lv_L,-1
5,-15.0,13,6.103286384976526, 48 -33 60,A2_R,107,A37lv_L,-1
6,-11.0,4,1.6194331983805668, 51 -72 0,V5/MT+_R,107,A37lv_L,-1
7,-10.0,2,2.6666666666666665, 51 -66 -15,A37elv_R,107,A37lv_L,-1
7,-12.0,1,0.9174311926605505, 51 -63 -12,A37vl_R,107,A37lv_L,-1
7,-11.0,28,12.962962962962964, 45 -60 -18,A37lv_R,107,A37lv_L,-1
8,-11.0,1,0.4608294930875576, 48 3 30,A6cvl_R,107,A37lv_L,-1
9,-16.0,26,7.71513353115727, 39 -81 18,A39c_R,107,A37lv_L,-1
9,-17.0,4,1.4492753623188406, 33 -78 24,A39rd_R,107,A37lv_L,-1
9,-17.0,47,19.831223628691983, 36 -84 15,mOccG_R,107,A37lv_L,-1
9,-16.0,7,3.626943005181347, 24 -81 24,msOccG_R,107,A37lv_L,-1
9,-17.0,44,19.730941704035875, 30 -81 24,lsOccG_R,107,A37lv_L,-1
10,-11.0,1,0.29673590504451036, 42 -63 9,A39c_R,107,A37lv_L,-1
10,-11.0,1,0.4048582995951417, 42 -63 6,V5/MT+_R,107,A37lv_L,-1
11,-11.0,1,0.46296296296296297, 39 -60 -6,A37lv_R,107,A37lv_L,-1
11,-11.0,1,0.4048582995951417, 42 -60 -6,V5/MT+_R,107,A37lv_L,-1
12,-11.0,1,0.3968253968253968, 42 -6 57,A6cdl_R,107,A37lv_L,-1
12,-12.0,3,1.7142857142857142, 39 -9 54,A4ul_R,107,A37lv_L,-1
13,-11.0,1,0.46296296296296297, 36 -33 -24,A37lv_R,107,A37lv_L,-1
14,-14.0,10,4.651162790697675, 24 0 54,A6dl_R,107,A37lv_L,-1
14,-13.0,5,3.048780487804878, 30 0 57,A6vl_R,107,A37lv_L,-1
14,-11.0,34,13.492063492063492, 30 -3 54,A6cdl_R,107,A37lv_L,-1
15,-12.0,1,0.3125, 24 -75 33,dmPOS_R,107,A37lv_L,-1
16,-14.0,1,0.3125, 24 -72 30,dmPOS_R,107,A37lv_L,-1
17,-11.0,12,7.792207792207792, 18 -75 51,A7c_R,107,A37lv_L,-1
17,-11.0,11,4.932735426008969, 21 -72 48,lsOccG_R,107,A37lv_L,-1
18,-17.0,10,3.125, 21 -72 21,dmPOS_R,107,A37lv_L,-1
18,-10.0,2,0.6430868167202572, 18 -69 18,vmPOS_R,107,A37lv_L,-1
19,-11.0,1,0.6493506493506493, 24 -69 57,A7c_R,107,A37lv_L,-1
20,-13.0,1,0.3125, 21 -75 30,dmPOS_R,107,A37lv_L,-1
21,-10.0,1,0.5263157894736842, 18 -87 6,cCunG_R,107,A37lv_L,-1
22,-10.0,1,0.3215434083601286, 18 -75 24,vmPOS_R,107,A37lv_L,-1
23,-14.0,1,0.4484304932735426, 15 -75 15,rCunG_R,107,A37lv_L,-1
23,-17.0,2,0.6430868167202572, 18 -72 15,vmPOS_R,107,A37lv_L,-1
24,-13.0,7,3.004291845493562, 12 9 39,A8m_R,107,A37lv_L,-1
24,-14.0,1,1.6666666666666667, 9 12 39,A24cd_R,107,A37lv_L,-1
25,-10.0,1,1.0638297872340425, 6 0 33,A24rv_R,107,A37lv_L,-1
26,-10.0,1,0.35587188612099646, -18 -96 12,OPC_L,107,A37lv_L,-1
27,-10.0,8,3.088803088803089, -18 -75 30,dmPOS_L,107,A37lv_L,-1
28,-10.0,1,0.7299270072992701, -18 -69 57,A7c_L,107,A37lv_L,-1
29,-11.0,3,2.18978102189781, -21 -66 54,A7c_L,107,A37lv_L,-1
29,-11.0,2,1.6666666666666667, -24 -66 54,A7ip_L,107,A37lv_L,-1
30,-10.0,2,0.6389776357827476, -27 -84 18,A39c_L,107,A37lv_L,-1
30,-13.0,13,5.508474576271187, -24 -93 15,mOccG_L,107,A37lv_L,-1
30,-10.0,3,1.0676156583629892, -21 -96 15,OPC_L,107,A37lv_L,-1
31,-11.0,3,1.477832512315271, -21 -6 54,A6dl_L,107,A37lv_L,-1
31,-11.0,5,2.577319587628866, -27 -6 48,A6vl_L,107,A37lv_L,-1
31,-14.0,12,6.091370558375634, -27 -9 48,A6cdl_L,107,A37lv_L,-1
32,-10.0,1,0.5952380952380952, -24 -84 27,lsOccG_L,107,A37lv_L,-1
33,-10.0,1,0.5952380952380952, -24 -78 30,lsOccG_L,107,A37lv_L,-1
34,-11.0,58,42.33576642335766, -33 -48 48,A5l_L,107,A37lv_L,-1
34,-11.0,24,20.0, -30 -57 45,A7ip_L,107,A37lv_L,-1
34,-11.0,5,2.0161290322580645, -33 -54 42,A39rd_L,107,A37lv_L,-1
34,-15.0,47,15.309446254071661, -39 -42 45,A40rd_L,107,A37lv_L,-1
34,-13.0,20,9.433962264150944, -39 -36 48,A2_L,107,A37lv_L,-1
35,-10.0,1,0.3194888178913738, -30 -81 15,A39c_L,107,A37lv_L,-1
36,-11.0,1,0.3021148036253776, -39 -27 21,A40rv_L,107,A37lv_L,-1
37,-10.0,1,0.7751937984496124, -42 -3 15,A4tl_L,107,A37lv_L,-1
38,-11.0,1,0.3021148036253776, -45 -24 21,A40rv_L,107,A37lv_L,-1
39,-10.0,1,0.44642857142857145, -51 -69 6,V5/MT+_L,107,A37lv_L,-1
40,-12.0,44,14.332247557003257, -57 -30 42,A40rd_L,107,A37lv_L,-1
40,-10.0,3,0.9463722397476341, -60 -36 45,A40c_L,107,A37lv_L,-1
40,-11.0,3,0.9063444108761329, -60 -33 36,A40rv_L,107,A37lv_L,-1
40,-10.0,4,1.8867924528301887, -54 -24 42,A2_L,107,A37lv_L,-1
41,-10.0,1,0.3021148036253776, -51 -21 24,A40rv_L,107,A37lv_L,-1
42,-10.0,1,0.3257328990228013, -66 -24 39,A40rd_L,107,A37lv_L,-1
1,-13.0,51,16.139240506329113, 45 -33 45,A40rd_R,108,A37lv_R,-1
1,-12.0,16,4.166666666666667, 63 -21 39,A40rv_R,108,A37lv_R,-1
1,-12.0,5,2.347417840375587, 42 -33 51,A2_R,108,A37lv_R,-1
2,-10.0,1,0.2604166666666667, 54 -30 39,A40rv_R,108,A37lv_R,-1
3,-17.0,2,0.5934718100890207, 42 -66 9,A39c_R,108,A37lv_R,-1
3,-17.0,78,31.57894736842105, 48 -69 0,V5/MT+_R,108,A37lv_R,-1
3,-13.0,2,0.7352941176470589, 39 -78 -3,iOccG_R,108,A37lv_R,-1
4,-10.0,5,2.304147465437788, 51 6 24,A6cvl_R,108,A37lv_R,-1
5,-14.0,7,3.225806451612903, 48 3 30,A6cvl_R,108,A37lv_R,-1
6,-10.0,4,1.5873015873015872, 42 -6 54,A6cdl_R,108,A37lv_R,-1
6,-12.0,6,3.4285714285714284, 42 -9 54,A4ul_R,108,A37lv_R,-1
7,-17.0,70,45.45454545454545, 24 -69 54,A7c_R,108,A37lv_R,-1
7,-17.0,20,13.605442176870747, 27 -60 54,A7ip_R,108,A37lv_R,-1
7,-11.0,9,2.6706231454005933, 36 -78 18,A39c_R,108,A37lv_R,-1
7,-17.0,4,1.4492753623188406, 33 -78 24,A39rd_R,108,A37lv_R,-1
7,-15.0,28,8.75, 21 -72 30,dmPOS_R,108,A37lv_R,-1
7,-10.0,1,0.3215434083601286, 18 -75 27,vmPOS_R,108,A37lv_R,-1
7,-17.0,72,30.379746835443036, 33 -84 12,mOccG_R,108,A37lv_R,-1
7,-15.0,65,33.67875647668394, 21 -81 36,msOccG_R,108,A37lv_R,-1
7,-13.0,122,54.7085201793722, 27 -75 36,lsOccG_R,108,A37lv_R,-1
8,-16.0,9,5.921052631578948, 30 -78 -9,A37mv_R,108,A37lv_R,-1
8,-15.0,7,2.573529411764706, 33 -81 -9,iOccG_R,108,A37lv_R,-1
9,-17.0,10,4.651162790697675, 27 0 60,A6dl_R,108,A37lv_R,-1
9,-17.0,12,7.317073170731708, 30 0 57,A6vl_R,108,A37lv_R,-1
9,-17.0,47,18.650793650793652, 33 -6 51,A6cdl_R,108,A37lv_R,-1
10,-11.0,4,1.25, 27 -63 9,dmPOS_R,108,A37lv_R,-1
10,-11.0,4,1.2861736334405145, 24 -66 6,vmPOS_R,108,A37lv_R,-1
11,-12.0,5,1.4367816091954022, 9 -72 -48,Right VIIb,108,A37lv_R,-1
11,-12.0,1,1.2820512820512822, 6 -69 -42,Vermis VIIIa,108,A37lv_R,-1
12,-11.0,5,4.464285714285714, 9 -57 54,A7m_R,108,A37lv_R,-1
12,-10.0,1,0.546448087431694, 9 -54 54,A5m_R,108,A37lv_R,-1
13,-10.0,1,0.4032258064516129, -15 -81 12,rCunG_L,108,A37lv_R,-1
14,-11.0,1,0.7299270072992701, -15 -78 48,A7c_L,108,A37lv_R,-1
14,-17.0,25,9.652509652509652, -18 -75 30,dmPOS_L,108,A37lv_R,-1
14,-16.0,9,3.0, -15 -78 27,vmPOS_L,108,A37lv_R,-1
14,-10.0,4,2.127659574468085, -15 -81 39,msOccG_L,108,A37lv_R,-1
14,-14.0,6,3.5714285714285716, -18 -78 39,lsOccG_L,108,A37lv_R,-1
15,-17.0,28,8.945686900958467, -30 -84 15,A39c_L,108,A37lv_R,-1
15,-10.0,44,18.64406779661017, -30 -87 9,mOccG_L,108,A37lv_R,-1
15,-11.0,2,0.8928571428571429, -39 -84 3,V5/MT+_L,108,A37lv_R,-1
15,-11.0,5,2.6595744680851063, -18 -84 18,msOccG_L,108,A37lv_R,-1
15,-17.0,37,22.023809523809526, -24 -78 24,lsOccG_L,108,A37lv_R,-1
16,-15.0,2,1.0638297872340425, -18 -84 27,msOccG_L,108,A37lv_R,-1
17,-11.0,4,3.6363636363636362, -18 -66 60,A7r_L,108,A37lv_R,-1
17,-11.0,17,12.408759124087592, -24 -69 54,A7c_L,108,A37lv_R,-1
17,-13.0,56,40.87591240875913, -33 -51 51,A5l_L,108,A37lv_R,-1
17,-13.0,66,55.0, -27 -60 51,A7ip_L,108,A37lv_R,-1
17,-10.0,7,2.8225806451612905, -36 -54 51,A39rd_L,108,A37lv_R,-1
17,-11.0,37,12.052117263843648, -42 -42 48,A40rd_L,108,A37lv_R,-1
17,-15.0,8,3.7735849056603774, -42 -42 54,A2_L,108,A37lv_R,-1
17,-11.0,2,1.1904761904761905, -21 -66 45,lsOccG_L,108,A37lv_R,-1
18,-17.0,4,1.5444015444015444, -21 -72 24,dmPOS_L,108,A37lv_R,-1
19,-10.0,1,0.5235602094240838, -24 -66 -12,A37mv_L,108,A37lv_R,-1
20,-10.0,6,3.045685279187817, -27 -12 48,A6cdl_L,108,A37lv_R,-1
21,-12.0,7,2.364864864864865, -36 -81 -15,iOccG_L,108,A37lv_R,-1
22,-10.0,2,0.8928571428571429, -42 -75 -9,V5/MT+_L,108,A37lv_R,-1
22,-10.0,2,0.6756756756756757, -42 -78 -9,iOccG_L,108,A37lv_R,-1
23,-12.0,4,4.123711340206185, -51 -63 -15,A37elv_L,108,A37lv_R,-1
23,-11.0,20,8.130081300813009, -48 -66 -15,A37lv_L,108,A37lv_R,-1
23,-14.0,5,2.232142857142857, -45 -69 -9,V5/MT+_L,108,A37lv_R,-1
24,-10.0,1,0.4716981132075472, -48 -36 57,A2_L,108,A37lv_R,-1
25,-11.0,24,7.817589576547231, -54 -33 42,A40rd_L,108,A37lv_R,-1
26,-10.0,6,2.830188679245283, -51 -24 42,A2_L,108,A37lv_R,-1
1,-10.0,2,0.6430868167202572, 18 -72 27,vmPOS_R,110,A35/36r_R,-1
2,-10.0,7,22.580645161290324, -12 -42 -6,TH_L,110,A35/36r_R,-1
2,-10.0,2,1.1173184357541899, -12 -48 -3,rLinG_L,110,A35/36r_R,-1
2,-10.0,2,0.5970149253731343, -9 -42 -9,Left I-IV,110,A35/36r_R,-1
1,-11.0,3,1.8181818181818181, 66 -21 3,A22c_R,121,rpSTS_L,-1
1,-11.0,4,3.278688524590164, 63 -24 0,A22r_R,121,rpSTS_L,-1
1,-17.0,53,15.497076023391813, 60 -24 -6,aSTS_R,121,rpSTS_L,-1
2,-10.0,6,6.0, 60 -36 0,rpSTS_R,121,rpSTS_L,-1
3,-11.0,4,2.0618556701030926, 54 15 -24,A38l_R,121,rpSTS_L,-1
3,-13.0,27,8.970099667774086, 57 6 -27,A21r_R,121,rpSTS_L,-1
3,-12.0,7,2.046783625730994, 57 0 -21,aSTS_R,121,rpSTS_L,-1
4,-10.0,1,0.29239766081871343, 57 -6 -18,aSTS_R,121,rpSTS_L,-1
5,-14.0,21,15.909090909090908, 36 21 -18,A12/47o_R,121,rpSTS_L,-1
5,-11.0,4,1.1695906432748537, 33 21 -21,A11l_R,121,rpSTS_L,-1
5,-10.0,15,9.615384615384615, 39 24 -12,A12/47l_R,121,rpSTS_L,-1
5,-11.0,14,7.216494845360825, 42 18 -21,A38l_R,121,rpSTS_L,-1
5,-12.0,4,7.407407407407407, 33 18 -15,vIa_R,121,rpSTS_L,-1
6,-12.0,10,7.575757575757576, 42 48 -15,A12/47o_R,121,rpSTS_L,-1
7,-10.0,1,0.4149377593360996, 6 45 21,A9m_R,121,rpSTS_L,-1
7,-10.0,1,0.31347962382445144, 0 48 18,A10m_L,121,rpSTS_L,-1
7,-10.0,2,0.8097165991902834, 9 45 18,A10m_R,121,rpSTS_L,-1
7,-11.0,9,6.338028169014085, -6 42 12,A32p_L,121,rpSTS_L,-1
7,-11.0,2,1.8518518518518519, 6 45 18,A32sg_R,121,rpSTS_L,-1
8,-10.0,1,0.5586592178770949, 0 33 -24,A11m_L,121,rpSTS_L,-1
8,-10.0,2,1.0, 3 33 -27,A11m_R,121,rpSTS_L,-1
8,-10.0,2,0.8928571428571429, 3 30 -27,A13_R,121,rpSTS_L,-1
9,-10.0,1,0.45662100456621, -24 18 -36,A38m_L,121,rpSTS_L,-1
10,-17.0,35,24.64788732394366, -36 21 -18,A12/47o_L,121,rpSTS_L,-1
10,-13.0,20,11.695906432748538, -45 30 -15,A12/47l_L,121,rpSTS_L,-1
10,-12.0,20,13.513513513513514, -42 12 -21,A38l_L,121,rpSTS_L,-1
10,-17.0,58,32.04419889502763, -51 0 -18,A22r_L,121,rpSTS_L,-1
10,-13.0,17,7.488986784140969, -51 0 -27,A21r_L,121,rpSTS_L,-1
10,-17.0,28,10.687022900763358, -54 -3 -18,aSTS_L,121,rpSTS_L,-1
10,-13.0,7,10.294117647058824, -33 15 -18,vIa_L,121,rpSTS_L,-1
11,-11.0,3,1.36986301369863, -36 12 -30,A38m_L,121,rpSTS_L,-1
12,-13.0,5,4.464285714285714, -51 30 6,IFS_L,121,rpSTS_L,-1
12,-12.0,19,20.21276595744681, -54 24 3,A45c_L,121,rpSTS_L,-1
12,-11.0,5,4.273504273504273, -54 33 0,A45r_L,121,rpSTS_L,-1
12,-11.0,1,1.3333333333333333, -57 18 9,A44v_L,121,rpSTS_L,-1
1,-11.0,12,4.49438202247191, 45 -21 57,A1/2/3ulhf_R,122,rpSTS_R,-1
1,-11.0,8,3.755868544600939, 51 -18 54,A2_R,122,rpSTS_R,-1
2,-10.0,1,0.9259259259259259, -57 -48 6,cpSTS_L,122,rpSTS_R,-1
1,-10.0,2,1.2121212121212122, 66 -24 0,A22c_R,123,cpSTS_L,-1
1,-10.0,4,1.1695906432748537, 66 -21 -6,aSTS_R,123,cpSTS_L,-1
2,-10.0,1,0.5524861878453039, -51 0 -21,A22r_L,123,cpSTS_L,-1
2,-10.0,2,0.8810572687224669, -51 0 -27,A21r_L,123,cpSTS_L,-1
2,-11.0,1,0.3816793893129771, -51 -3 -21,aSTS_L,123,cpSTS_L,-1
1,-10.0,2,1.36986301369863, 57 -6 45,A4hf_R,124,cpSTS_R,-1
1,-10.0,1,0.37453183520599254, 57 -9 48,A1/2/3ulhf_R,124,cpSTS_R,-1
2,-10.0,2,0.8928571428571429, 54 3 -3,TE1.0/TE1.2_R,124,cpSTS_R,-1
3,-10.0,1,0.7352941176470589, 48 6 0,A4tl_R,124,cpSTS_R,-1
3,-10.0,2,0.8928571428571429, 51 6 -3,TE1.0/TE1.2_R,124,cpSTS_R,-1
4,-10.0,1,0.5952380952380952, 48 12 -3,A44op_R,124,cpSTS_R,-1
5,-10.0,1,1.1904761904761905, 45 9 -3,dId_R,124,cpSTS_R,-1
6,-10.0,1,0.625, -15 -45 75,A7pc_L,124,cpSTS_R,-1
7,-10.0,1,0.5050505050505051, -15 -42 78,A1/2/3tru_L,124,cpSTS_R,-1
1,-12.0,9,12.0, 51 -57 -18,A37elv_R,128,A7c_R,-1
1,-10.0,8,3.7037037037037037, 48 -54 -18,A37lv_R,128,A7c_R,-1
2,-10.0,4,2.5974025974025974, 15 -72 60,A7c_R,128,A7c_R,-1
1,-11.0,14,18.666666666666668, 51 -54 -18,A37elv_R,129,A5l_L,-1
1,-11.0,10,9.174311926605505, 51 -57 -12,A37vl_R,129,A5l_L,-1
1,-10.0,28,12.962962962962964, 48 -48 -18,A37lv_R,129,A5l_L,-1
1,-11.0,1,0.4048582995951417, 48 -60 -9,V5/MT+_R,129,A5l_L,-1
1,-11.0,8,0.7655502392344498, 42 -60 -24,Right Crus I,129,A5l_L,-1
2,-11.0,1,0.3968253968253968, 30 -6 60,A6cdl_R,129,A5l_L,-1
3,-11.0,1,0.4484304932735426, 27 -78 24,lsOccG_R,129,A5l_L,-1
4,-11.0,1,0.5181347150259067, 24 -81 27,msOccG_R,129,A5l_L,-1
5,-11.0,1,0.49261083743842365, -18 -9 60,A6dl_L,129,A5l_L,-1
6,-11.0,36,37.11340206185567, -51 -57 -12,A37elv_L,129,A5l_L,-1
6,-11.0,22,16.793893129770993, -51 -60 -3,A37vl_L,129,A5l_L,-1
6,-11.0,9,6.7164179104477615, -57 -51 -15,A20cl_L,129,A5l_L,-1
6,-11.0,2,1.0471204188481675, -39 -57 -18,A37mv_L,129,A5l_L,-1
6,-11.0,62,25.203252032520325, -42 -57 -15,A37lv_L,129,A5l_L,-1
1,-12.0,10,13.333333333333334, 51 -57 -15,A37elv_R,133,A7ip_L,-1
1,-11.0,8,7.339449541284404, 51 -57 -12,A37vl_R,133,A7ip_L,-1
1,-11.0,35,16.203703703703702, 48 -57 -18,A37lv_R,133,A7ip_L,-1
1,-11.0,3,1.214574898785425, 48 -63 -12,V5/MT+_R,133,A7ip_L,-1
1,-11.0,7,0.6698564593301436, 42 -60 -24,Right Crus I,133,A7ip_L,-1
2,-10.0,1,0.4484304932735426, 27 -78 24,lsOccG_R,133,A7ip_L,-1
3,-10.0,2,0.8968609865470852, 21 -66 48,lsOccG_R,133,A7ip_L,-1
4,-12.0,4,2.094240837696335, -36 -57 -18,A37mv_L,133,A7ip_L,-1
4,-11.0,15,6.097560975609756, -42 -57 -15,A37lv_L,133,A7ip_L,-1
4,-10.0,8,1.2048192771084338, -33 -60 -21,Left VI,133,A7ip_L,-1
1,-12.0,3,1.2195121951219512, -42 -51 -18,A37lv_L,139,A40rd_L,-1
2,-10.0,6,6.185567010309279, -48 -60 -6,A37elv_L,139,A40rd_L,-1
2,-10.0,13,9.923664122137405, -48 -63 -3,A37vl_L,139,A40rd_L,-1
3,-10.0,1,0.3257328990228013, -69 -21 30,A40rd_L,139,A40rd_L,-1
1,-10.0,5,2.202643171806167, -54 0 -30,A21r_L,143,A39rv_L,-1
1,-13.0,11,3.654485049833887, 45 15 -42,A21r_R,151,dmPOS_L,-1
2,-12.0,16,7.048458149779735, -57 0 -27,A21r_L,151,dmPOS_L,-1
2,-10.0,3,1.1450381679389312, -60 0 -18,aSTS_L,151,dmPOS_L,-1
1,-11.0,2,0.6688963210702341, 36 -36 -15,A20rv_R,152,dmPOS_R,-1
1,-10.0,1,0.29239766081871343, 60 -15 -15,aSTS_R,153,A31_L,-1
2,-10.0,19,6.312292358803987, 57 3 -27,A21r_R,153,A31_L,-1
2,-10.0,1,0.29239766081871343, 57 3 -21,aSTS_R,153,A31_L,-1
3,-10.0,1,0.33222591362126247, 57 -6 -24,A21r_R,153,A31_L,-1
4,-11.0,2,1.0362694300518134, 45 21 -33,A38m_R,153,A31_L,-1
4,-10.0,2,1.0309278350515463, 45 21 -30,A38l_R,153,A31_L,-1
4,-11.0,26,8.637873754152825, 45 12 -39,A21r_R,153,A31_L,-1
5,-10.0,3,1.7751479289940828, 6 60 -6,A14m_R,153,A31_L,-1
5,-10.0,1,0.5586592178770949, 0 51 -18,A11m_L,153,A31_L,-1
5,-11.0,36,18.0, 3 57 -15,A11m_R,153,A31_L,-1
6,-10.0,3,1.2605042016806722, 0 -66 27,A31_L,153,A31_L,-1
6,-10.0,16,6.177606177606178, 3 -63 27,A31_R,153,A31_L,-1
6,-10.0,1,0.6535947712418301, 0 -54 27,A23d_L,153,A31_L,-1
6,-10.0,1,0.3215434083601286, 3 -69 27,vmPOS_R,153,A31_L,-1
7,-10.0,1,0.3861003861003861, 3 -51 18,A31_R,153,A31_L,-1
8,-10.0,2,0.8097165991902834, 3 63 6,A10m_R,153,A31_L,-1
8,-10.0,1,0.591715976331361, 3 63 3,A14m_R,153,A31_L,-1
9,-10.0,1,0.4048582995951417, 3 63 12,A10m_R,153,A31_L,-1
10,-10.0,2,0.6269592476489029, -3 54 3,A10m_L,153,A31_L,-1
11,-11.0,7,4.929577464788732, -33 18 -24,A12/47o_L,153,A31_L,-1
11,-11.0,5,2.2831050228310503, -39 21 -24,A38m_L,153,A31_L,-1
11,-11.0,3,2.027027027027027, -39 18 -21,A38l_L,153,A31_L,-1
12,-10.0,1,0.704225352112676, -42 24 -18,A12/47o_L,153,A31_L,-1
13,-11.0,52,22.90748898678414, -54 0 -27,A21r_L,153,A31_L,-1
13,-11.0,10,3.816793893129771, -60 -9 -18,aSTS_L,153,A31_L,-1
14,-10.0,1,0.5524861878453039, -51 12 -24,A22r_L,153,A31_L,-1
15,-11.0,1,0.6172839506172839, -57 -36 -9,A21c_L,153,A31_L,-1
16,-11.0,1,0.6172839506172839, -60 -39 -6,A21c_L,153,A31_L,-1
17,-11.0,3,1.8518518518518519, -66 -39 -3,A21c_L,153,A31_L,-1
1,-10.0,3,2.0547945205479454, 60 -3 42,A4hf_R,155,A1/2/3ulhf_L,-1
1,-11.0,4,1.4981273408239701, 63 -6 39,A1/2/3ulhf_R,155,A1/2/3ulhf_L,-1
1,-10.0,1,0.2604166666666667, 63 -21 30,A40rv_R,157,A1/2/3tonIa_L,-1
2,-10.0,3,3.4482758620689653, -39 -3 -3,dIg_L,157,A1/2/3tonIa_L,-1
3,-10.0,1,1.1494252873563218, -42 -6 0,dIg_L,157,A1/2/3tonIa_L,-1
1,-10.0,2,1.25, -3 -27 69,A4ll_L,161,A1/2/3tru_L,-1
1,-10.0,5,3.225806451612903, 3 -27 69,A4ll_R,161,A1/2/3tru_L,-1
2,-11.0,5,4.9504950495049505, -3 -36 54,A1/2/3ll_L,161,A1/2/3tru_L,-1
2,-10.0,1,0.7352941176470589, 0 -33 57,A1/2/3ll_R,161,A1/2/3tru_L,-1
2,-12.0,1,0.625, -3 -33 57,A4ll_L,161,A1/2/3tru_L,-1
3,-11.0,2,0.7434944237918215, -51 -12 45,A4hf_L,161,A1/2/3tru_L,-1
3,-11.0,2,0.7220216606498195, -54 -12 48,A1/2/3ulhf_L,161,A1/2/3tru_L,-1
1,-10.0,2,0.7434944237918215, -51 -12 45,A4hf_L,162,A1/2/3tru_R,-1
1,-10.0,7,2.527075812274368, -51 -15 51,A1/2/3ulhf_L,162,A1/2/3tru_R,-1
1,-10.0,1,1.2987012987012987, 33 -24 9,G_R,178,A24rv_R,-1
2,-12.0,2,1.0362694300518134, 33 18 -33,A38m_R,178,A24rv_R,-1
3,-10.0,1,0.546448087431694, 24 -30 57,A1/2/3tru_R,178,A24rv_R,-1
4,-10.0,2,1.8691588785046729, 3 -27 39,A23d_R,178,A24rv_R,-1
4,-10.0,1,0.5747126436781609, 0 -27 42,A23c_L,178,A24rv_R,-1
4,-10.0,10,7.407407407407407, 6 -30 42,A23c_R,178,A24rv_R,-1
5,-10.0,5,2.1367521367521367, -3 -54 -42,Left IX,178,A24rv_R,-1
