Cluster Number,Max Value,Num Voxels,Percentage of Voxel,MNI Coordinates,Region Name,ROI_Idx,ROI_name,Conectivity
9,-11.0,8,2.7586206896551726, 21 39 33,A9/46d_R,81,A21c_L,-1
9,-13.0,97,40.416666666666664, -42 12 39,IFJ_L,81,A21c_L,-1
9,-13.0,5,1.597444089456869, -48 30 24,A9/46v_L,81,A21c_L,-1
9,-17.0,85,29.41176470588235, -30 15 51,A8vl_L,81,A21c_L,-1
9,-17.0,87,44.845360824742265, -36 6 54,A6vl_L,81,A21c_L,-1
9,-11.0,21,21.21212121212121, -51 15 24,A44d_L,81,A21c_L,-1
9,-11.0,14,12.5, -51 27 18,IFS_L,81,A21c_L,-1
9,-12.0,23,24.46808510638298, -54 21 18,A45c_L,81,A21c_L,-1
9,-10.0,3,4.0, -57 15 18,A44v_L,81,A21c_L,-1
9,-12.0,3,1.5228426395939085, -42 0 51,A6cdl_L,81,A21c_L,-1
9,-11.0,25,11.574074074074074, -45 3 45,A6cvl_L,81,A21c_L,-1
9,-10.0,33,23.239436619718308, -3 39 18,A32p_L,81,A21c_L,-1
9,-11.0,1,0.9090909090909091, 0 39 27,A32p_R,81,A21c_L,-1
9,-13.0,3,2.7777777777777777, 0 42 18,A32sg_R,81,A21c_L,-1
10,-17.0,58,22.393822393822393, -9 -66 24,dmPOS_L,81,A21c_L,-1
10,-13.0,21,6.5625, 9 -66 24,dmPOS_R,81,A21c_L,-1
10,-13.0,59,24.789915966386555, -3 -63 30,A31_L,81,A21c_L,-1
10,-10.0,26,10.038610038610038, 3 -60 30,A31_R,81,A21c_L,-1
10,-11.0,28,18.30065359477124, -3 -42 36,A23d_L,81,A21c_L,-1
10,-12.0,20,18.69158878504673, 6 -45 30,A23d_R,81,A21c_L,-1
10,-11.0,4,1.7937219730941705, 3 -72 27,rCunG_R,81,A21c_L,-1
10,-12.0,7,2.3333333333333335, -6 -69 21,vmPOS_L,81,A21c_L,-1
10,-10.0,14,4.501607717041801, 3 -69 21,vmPOS_R,81,A21c_L,-1
11,-12.0,13,7.262569832402234, -3 51 -21,A11m_L,81,A21c_L,-1
11,-12.0,13,6.5, 3 48 -24,A11m_R,81,A21c_L,-1
12,-10.0,1,0.591715976331361, 3 57 -9,A14m_R,81,A21c_L,-1
13,-10.0,1,0.5, 0 57 -12,A11m_R,81,A21c_L,-1
14,-10.0,2,0.8298755186721992, -6 24 54,A8m_L,81,A21c_L,-1
15,-10.0,4,1.2539184952978057, -18 63 9,A10m_L,81,A21c_L,-1
15,-10.0,1,0.4032258064516129, -21 63 9,A10l_L,81,A21c_L,-1
16,-11.0,1,0.32051282051282054, -18 48 24,A9/46d_L,81,A21c_L,-1
17,-10.0,1,0.32051282051282054, -21 45 24,A9/46d_L,81,A21c_L,-1
18,-11.0,1,0.32051282051282054, -21 48 21,A9/46d_L,81,A21c_L,-1
19,-10.0,7,3.004291845493562, -21 54 9,A46_L,81,A21c_L,-1
20,-15.0,16,6.451612903225806, -27 57 -12,A10l_L,81,A21c_L,-1
21,-13.0,8,3.4334763948497855, -30 60 3,A46_L,81,A21c_L,-1
21,-11.0,5,2.0161290322580645, -30 60 0,A10l_L,81,A21c_L,-1
22,-11.0,1,0.4166666666666667, -36 0 39,IFJ_L,81,A21c_L,-1
23,-12.0,1,0.4166666666666667, -36 12 33,IFJ_L,81,A21c_L,-1
24,-13.0,1,0.704225352112676, -36 18 -21,A12/47o_L,81,A21c_L,-1
25,-12.0,5,2.0161290322580645, -36 54 -9,A10l_L,81,A21c_L,-1
25,-12.0,2,1.408450704225352, -39 51 -12,A12/47o_L,81,A21c_L,-1
25,-13.0,13,7.60233918128655, -42 48 -12,A12/47l_L,81,A21c_L,-1
26,-10.0,2,0.6389776357827476, -39 -75 30,A39c_L,81,A21c_L,-1
26,-17.0,41,16.532258064516128, -42 -66 45,A39rd_L,81,A21c_L,-1
26,-15.0,48,15.141955835962145, -48 -60 42,A40c_L,81,A21c_L,-1
26,-13.0,124,27.312775330396477, -45 -69 33,A39rv_L,81,A21c_L,-1
27,-11.0,1,0.704225352112676, -39 21 -21,A12/47o_L,81,A21c_L,-1
28,-13.0,21,14.788732394366198, -42 36 -18,A12/47o_L,81,A21c_L,-1
28,-14.0,18,10.526315789473685, -48 30 -15,A12/47l_L,81,A21c_L,-1
29,-11.0,2,0.847457627118644, -45 -81 15,mOccG_L,81,A21c_L,-1
30,-14.0,27,11.894273127753303, -48 3 -33,A21r_L,81,A21c_L,-1
30,-11.0,8,5.442176870748299, -48 0 -39,A20r_L,81,A21c_L,-1
30,-11.0,4,3.2, -48 -3 -36,A20il_L,81,A21c_L,-1
31,-13.0,4,3.2, -54 -12 -36,A20il_L,81,A21c_L,-1
31,-11.0,2,1.1764705882352942, -57 -15 -36,A20cv_L,81,A21c_L,-1
1,-13.0,26,13.541666666666666, 66 -18 -21,A21c_R,83,A21r_L,-1
1,-11.0,4,1.3289036544850499, 60 -12 -24,A21r_R,83,A21r_L,-1
1,-11.0,6,1.7543859649122806, 63 -18 -15,aSTS_R,83,A21r_L,-1
2,-13.0,8,4.848484848484849, 66 -21 0,A22c_R,83,A21r_L,-1
2,-11.0,1,0.819672131147541, 63 -21 3,A22r_R,83,A21r_L,-1
3,-11.0,7,2.536231884057971, 48 -66 39,A39rd_R,83,A21r_L,-1
3,-11.0,16,3.9800995024875623, 54 -63 33,A39rv_R,83,A21r_L,-1
4,-15.0,39,17.56756756756757, 21 33 48,A8dl_R,83,A21r_L,-1
4,-15.0,11,4.824561403508772, -12 48 33,A9l_L,83,A21r_L,-1
4,-14.0,69,24.642857142857142, 15 45 39,A9l_R,83,A21r_L,-1
4,-16.0,63,28.125, -3 39 33,A9m_L,83,A21r_L,-1
4,-13.0,62,25.726141078838175, 3 42 30,A9m_R,83,A21r_L,-1
4,-14.0,27,8.463949843260188, -3 45 21,A10m_L,83,A21r_L,-1
4,-13.0,45,18.218623481781375, 6 51 18,A10m_R,83,A21r_L,-1
4,-12.0,22,7.051282051282051, -21 45 30,A9/46d_L,83,A21r_L,-1
4,-10.0,9,3.103448275862069, 21 42 36,A9/46d_R,83,A21r_L,-1
4,-10.0,1,0.3367003367003367, 21 51 39,A46_R,83,A21r_L,-1
4,-14.0,24,16.901408450704224, -3 45 15,A32p_L,83,A21r_L,-1
4,-12.0,6,5.555555555555555, 3 45 15,A32sg_R,83,A21r_L,-1
5,-17.0,99,38.22393822393823, -9 -66 21,dmPOS_L,83,A21r_L,-1
5,-11.0,23,7.1875, 9 -66 27,dmPOS_R,83,A21r_L,-1
5,-13.0,139,58.403361344537814, -3 -60 30,A31_L,83,A21r_L,-1
5,-12.0,28,10.81081081081081, 3 -63 30,A31_R,83,A21r_L,-1
5,-13.0,16,10.457516339869281, -6 -48 30,A23d_L,83,A21r_L,-1
5,-11.0,31,30.693069306930692, -6 -51 9,A23v_L,83,A21r_L,-1
5,-11.0,2,0.8064516129032258, 0 -75 27,rCunG_L,83,A21r_L,-1
5,-12.0,4,1.7937219730941705, 3 -72 27,rCunG_R,83,A21r_L,-1
5,-11.0,39,13.0, -9 -66 15,vmPOS_L,83,A21r_L,-1
5,-11.0,18,5.787781350482315, 9 -69 27,vmPOS_R,83,A21r_L,-1
5,-10.0,5,1.492537313432836, -6 -54 0,Left I-IV,83,A21r_L,-1
6,-10.0,1,0.3125, 6 -51 12,dmPOS_R,83,A21r_L,-1
6,-10.0,1,0.3861003861003861, 6 -51 15,A31_R,83,A21r_L,-1
6,-11.0,11,13.75, 6 -48 9,A23v_R,83,A21r_L,-1
7,-17.0,8,4.4692737430167595, 0 48 -24,A11m_L,83,A21r_L,-1
7,-17.0,18,9.0, 3 51 -24,A11m_R,83,A21r_L,-1
8,-10.0,1,0.591715976331361, 3 63 0,A14m_R,83,A21r_L,-1
9,-10.0,1,0.9900990099009901, -6 -27 48,A1/2/3ll_L,83,A21r_L,-1
9,-12.0,3,1.875, -3 -27 48,A4ll_L,83,A21r_L,-1
9,-11.0,4,2.6143790849673203, -3 -30 36,A23d_L,83,A21r_L,-1
9,-10.0,1,0.9345794392523364, 0 -30 42,A23d_R,83,A21r_L,-1
9,-12.0,23,13.218390804597702, -3 -27 42,A23c_L,83,A21r_L,-1
9,-11.0,3,2.2222222222222223, 0 -27 45,A23c_R,83,A21r_L,-1
10,-10.0,1,0.31347962382445144, -6 63 6,A10m_L,83,A21r_L,-1
10,-10.0,6,3.658536585365854, -3 60 0,A14m_L,83,A21r_L,-1
10,-11.0,2,1.183431952662722, 0 60 0,A14m_R,83,A21r_L,-1
11,-10.0,1,0.5780346820809249, -3 -39 48,A5m_L,83,A21r_L,-1
12,-10.0,4,3.9603960396039604, -3 -39 54,A1/2/3ll_L,83,A21r_L,-1
13,-10.0,1,0.4149377593360996, -9 21 60,A8m_L,83,A21r_L,-1
13,-13.0,23,8.550185873605948, -12 27 51,A8dl_L,83,A21r_L,-1
14,-11.0,1,0.43859649122807015, -9 45 45,A9l_L,83,A21r_L,-1
15,-11.0,8,2.973977695167286, -15 36 42,A8dl_L,83,A21r_L,-1
15,-15.0,5,2.192982456140351, -12 39 45,A9l_L,83,A21r_L,-1
16,-13.0,3,2.7777777777777777, -45 -48 18,cpSTS_L,83,A21r_L,-1
16,-10.0,1,0.3194888178913738, -39 -75 33,A39c_L,83,A21r_L,-1
16,-13.0,22,8.870967741935484, -42 -63 39,A39rd_L,83,A21r_L,-1
16,-12.0,25,7.886435331230284, -48 -54 33,A40c_L,83,A21r_L,-1
16,-17.0,189,41.629955947136565, -45 -66 30,A39rv_L,83,A21r_L,-1
17,-10.0,1,0.22026431718061673, -39 -60 18,A39rv_L,83,A21r_L,-1
18,-11.0,5,3.5211267605633805, -42 27 -18,A12/47o_L,83,A21r_L,-1
18,-13.0,6,3.508771929824561, -48 30 -15,A12/47l_L,83,A21r_L,-1
19,-16.0,9,6.569343065693431, -51 -42 18,A41/42_L,83,A21r_L,-1
19,-12.0,3,0.9063444108761329, -45 -42 21,A40rv_L,83,A21r_L,-1
20,-12.0,1,0.5263157894736842, -48 -30 0,A22c_L,83,A21r_L,-1
20,-12.0,11,6.790123456790123, -63 -21 -18,A21c_L,83,A21r_L,-1
20,-10.0,36,13.740458015267176, -54 -30 -9,aSTS_L,83,A21r_L,-1
20,-10.0,2,1.6, -60 -21 -18,A20il_L,83,A21r_L,-1
20,-12.0,13,15.662650602409638, -48 -39 0,rpSTS_L,83,A21r_L,-1
21,-10.0,1,0.31545741324921134, -51 -48 30,A40c_L,83,A21r_L,-1
22,-12.0,1,0.3816793893129771, -51 -15 -15,aSTS_L,83,A21r_L,-1
1,-11.0,18,9.375, 69 -21 -18,A21c_R,84,A21r_R,-1
1,-10.0,4,1.1695906432748537, 63 -18 -15,aSTS_R,84,A21r_R,-1
2,-13.0,4,3.9603960396039604, 66 -30 -24,A20cl_R,84,A21r_R,-1
3,-10.0,2,0.7246376811594203, 48 -66 36,A39rd_R,84,A21r_R,-1
3,-11.0,34,8.457711442786069, 57 -60 27,A39rv_R,84,A21r_R,-1
4,-11.0,4,2.816901408450704, 57 -21 -24,A20il_R,84,A21r_R,-1
4,-11.0,4,2.2988505747126435, 57 -24 -27,A20cv_R,84,A21r_R,-1
5,-10.0,12,6.593406593406593, 42 15 36,IFJ_R,84,A21r_R,-1
5,-11.0,12,4.8582995951417, 42 21 36,A8vl_R,84,A21r_R,-1
6,-14.0,61,27.47747747747748, 24 30 45,A8dl_R,84,A21r_R,-1
6,-12.0,61,21.785714285714285, 15 48 36,A9l_R,84,A21r_R,-1
6,-14.0,51,22.767857142857142, -3 42 33,A9m_L,84,A21r_R,-1
6,-12.0,69,28.630705394190873, 6 42 30,A9m_R,84,A21r_R,-1
6,-13.0,70,21.9435736677116, -3 48 21,A10m_L,84,A21r_R,-1
6,-13.0,29,11.740890688259109, 6 51 18,A10m_R,84,A21r_R,-1
6,-12.0,40,13.793103448275861, 27 39 36,A9/46d_R,84,A21r_R,-1
6,-11.0,2,0.6734006734006734, 21 51 39,A46_R,84,A21r_R,-1
6,-15.0,42,29.577464788732396, -6 42 15,A32p_L,84,A21r_R,-1
6,-10.0,1,0.9090909090909091, 0 39 27,A32p_R,84,A21r_R,-1
6,-12.0,4,1.9230769230769231, -6 42 9,A32sg_L,84,A21r_R,-1
6,-11.0,5,4.62962962962963, 3 45 15,A32sg_R,84,A21r_R,-1
7,-15.0,91,35.13513513513514, -12 -60 15,dmPOS_L,84,A21r_R,-1
7,-11.0,84,26.25, 15 -57 18,dmPOS_R,84,A21r_R,-1
7,-11.0,20,8.403361344537815, -3 -63 21,A31_L,84,A21r_R,-1
7,-11.0,8,3.088803088803089, 0 -63 21,A31_R,84,A21r_R,-1
7,-13.0,21,20.792079207920793, -6 -54 6,A23v_L,84,A21r_R,-1
7,-10.0,10,12.5, 9 -48 9,A23v_R,84,A21r_R,-1
7,-11.0,2,0.8968609865470852, 0 -66 18,rCunG_R,84,A21r_R,-1
7,-13.0,80,26.666666666666668, -9 -66 12,vmPOS_L,84,A21r_R,-1
7,-10.0,43,13.82636655948553, 12 -63 18,vmPOS_R,84,A21r_R,-1
7,-12.0,3,0.8955223880597015, -3 -54 6,Left I-IV,84,A21r_R,-1
8,-10.0,1,0.45045045045045046, 18 27 60,A8dl_R,84,A21r_R,-1
9,-13.0,6,5.9405940594059405, -9 -30 48,A1/2/3ll_L,84,A21r_R,-1
9,-12.0,3,2.2058823529411766, 12 -24 42,A1/2/3ll_R,84,A21r_R,-1
9,-12.0,1,0.625, -3 -27 48,A4ll_L,84,A21r_R,-1
9,-11.0,2,1.2903225806451613, 6 -24 48,A4ll_R,84,A21r_R,-1
9,-11.0,1,0.5952380952380952, -3 -54 48,A7m_L,84,A21r_R,-1
9,-13.0,12,6.936416184971098, -3 -45 48,A5m_L,84,A21r_R,-1
9,-13.0,10,5.46448087431694, 3 -45 48,A5m_R,84,A21r_R,-1
9,-12.0,58,24.369747899159663, -3 -51 39,A31_L,84,A21r_R,-1
9,-12.0,18,6.94980694980695, 0 -51 42,A31_R,84,A21r_R,-1
9,-10.0,15,9.803921568627452, 0 -39 39,A23d_L,84,A21r_R,-1
9,-11.0,3,2.803738317757009, 6 -27 36,A23d_R,84,A21r_R,-1
9,-10.0,1,1.639344262295082, -3 -18 33,A24rv_L,84,A21r_R,-1
9,-14.0,68,39.08045977011494, -3 -24 39,A23c_L,84,A21r_R,-1
9,-13.0,49,36.2962962962963, 6 -24 39,A23c_R,84,A21r_R,-1
10,-10.0,1,0.31545741324921134, 3 -54 3,Right I-IV,84,A21r_R,-1
11,-11.0,2,1.183431952662722, 0 48 -9,A14m_R,84,A21r_R,-1
11,-11.0,4,1.9230769230769231, 0 42 -9,A32sg_L,84,A21r_R,-1
12,-11.0,7,2.19435736677116, -6 63 6,A10m_L,84,A21r_R,-1
12,-10.0,2,1.2195121951219512, -9 63 3,A14m_L,84,A21r_R,-1
13,-11.0,11,4.089219330855019, -21 24 45,A8dl_L,84,A21r_R,-1
14,-11.0,43,13.782051282051283, -21 48 30,A9/46d_L,84,A21r_R,-1
15,-11.0,4,1.2779552715654952, -42 -78 30,A39c_L,84,A21r_R,-1
15,-13.0,7,2.8225806451612905, -45 -63 39,A39rd_L,84,A21r_R,-1
15,-12.0,20,6.309148264984227, -51 -57 36,A40c_L,84,A21r_R,-1
15,-13.0,96,21.145374449339208, -45 -69 30,A39rv_L,84,A21r_R,-1
16,-13.0,2,1.408450704225352, -42 24 -18,A12/47o_L,84,A21r_R,-1
17,-10.0,3,0.6607929515418502, -45 -72 15,A39rv_L,84,A21r_R,-1
17,-10.0,2,0.8928571428571429, -48 -75 15,V5/MT+_L,84,A21r_R,-1
18,-14.0,3,2.7777777777777777, -45 -48 18,cpSTS_L,84,A21r_R,-1
18,-10.0,7,1.5418502202643172, -45 -51 21,A39rv_L,84,A21r_R,-1
19,-12.0,10,7.299270072992701, -48 -42 18,A41/42_L,84,A21r_R,-1
19,-10.0,2,0.6042296072507553, -45 -42 21,A40rv_L,84,A21r_R,-1
20,-13.0,9,3.435114503816794, -51 -36 -6,aSTS_L,84,A21r_R,-1
21,-11.0,1,0.44052863436123346, -51 -12 -21,A21r_L,84,A21r_R,-1
21,-11.0,7,2.6717557251908395, -51 -12 -18,aSTS_L,84,A21r_R,-1
22,-10.0,8,5.839416058394161, -57 -36 12,A41/42_L,84,A21r_R,-1
22,-10.0,8,9.63855421686747, -60 -36 6,rpSTS_L,84,A21r_R,-1
1,-10.0,1,0.29673590504451036, 48 -78 12,A39c_R,86,A37dl_R,-1
1,-11.0,1,0.4048582995951417, 48 -75 12,V5/MT+_R,86,A37dl_R,-1
2,-10.0,5,1.9841269841269842, 48 -6 54,A6cdl_R,86,A37dl_R,-1
2,-11.0,1,0.5714285714285714, 48 -6 57,A4ul_R,86,A37dl_R,-1
3,-10.0,1,0.3125, 24 -60 15,dmPOS_R,86,A37dl_R,-1
1,-11.0,1,0.6060606060606061, 66 -24 0,A22c_R,87,aSTS_L,-1
1,-13.0,5,2.6041666666666665, 60 -18 -18,A21c_R,87,aSTS_L,-1
1,-11.0,1,0.33222591362126247, 60 -12 -21,A21r_R,87,aSTS_L,-1
1,-12.0,48,14.035087719298245, 63 -21 -9,aSTS_R,87,aSTS_L,-1
2,-13.0,2,0.6644518272425249, 48 6 -39,A21r_R,87,aSTS_L,-1
3,-11.0,1,0.33222591362126247, 45 6 -42,A21r_R,87,aSTS_L,-1
4,-10.0,1,0.4048582995951417, 39 21 39,A8vl_R,87,aSTS_L,-1
5,-10.0,9,3.474903474903475, -9 -66 18,dmPOS_L,87,aSTS_L,-1
5,-10.0,5,1.5625, 9 -60 21,dmPOS_R,87,aSTS_L,-1
5,-10.0,4,1.680672268907563, 0 -66 21,A31_L,87,aSTS_L,-1
5,-10.0,1,0.3861003861003861, 3 -66 24,A31_R,87,aSTS_L,-1
5,-10.0,1,0.4484304932735426, 0 -66 18,rCunG_R,87,aSTS_L,-1
5,-10.0,10,3.3333333333333335, -9 -69 21,vmPOS_L,87,aSTS_L,-1
5,-10.0,24,7.717041800643087, 6 -66 18,vmPOS_R,87,aSTS_L,-1
6,-14.0,7,3.1531531531531534, 18 30 54,A8dl_R,87,aSTS_L,-1
7,-11.0,5,1.7857142857142858, 12 42 45,A9l_R,87,aSTS_L,-1
8,-12.0,4,1.6597510373443984, 9 48 21,A9m_R,87,aSTS_L,-1
8,-12.0,8,3.2388663967611335, 9 48 18,A10m_R,87,aSTS_L,-1
9,-11.0,2,0.7142857142857143, 9 48 42,A9l_R,87,aSTS_L,-1
9,-10.0,1,0.4149377593360996, 6 48 39,A9m_R,87,aSTS_L,-1
10,-10.0,2,1.2195121951219512, 0 57 -6,A14m_L,87,aSTS_L,-1
10,-10.0,12,7.100591715976331, 6 54 -9,A14m_R,87,aSTS_L,-1
10,-11.0,5,2.793296089385475, 0 48 -21,A11m_L,87,aSTS_L,-1
10,-11.0,8,4.0, 3 48 -18,A11m_R,87,aSTS_L,-1
11,-11.0,1,0.43859649122807015, -12 45 39,A9l_L,87,aSTS_L,-1
11,-12.0,16,7.142857142857143, -6 42 36,A9m_L,87,aSTS_L,-1
12,-10.0,1,0.6097560975609756, -9 51 -9,A14m_L,87,aSTS_L,-1
13,-11.0,15,5.5762081784386615, -15 27 51,A8dl_L,87,aSTS_L,-1
14,-11.0,2,0.7434944237918215, -18 27 39,A8dl_L,87,aSTS_L,-1
15,-13.0,38,26.760563380281692, -39 24 -18,A12/47o_L,87,aSTS_L,-1
15,-10.0,2,0.7380073800738007, -27 18 -24,A11l_L,87,aSTS_L,-1
15,-13.0,13,7.60233918128655, -45 30 -15,A12/47l_L,87,aSTS_L,-1
15,-10.0,12,5.47945205479452, -36 18 -30,A38m_L,87,aSTS_L,-1
15,-13.0,6,4.054054054054054, -39 18 -24,A38l_L,87,aSTS_L,-1
15,-13.0,6,8.823529411764707, -33 15 -18,vIa_L,87,aSTS_L,-1
16,-13.0,4,1.6129032258064515, -48 -63 42,A39rd_L,87,aSTS_L,-1
16,-11.0,1,0.31545741324921134, -51 -63 45,A40c_L,87,aSTS_L,-1
16,-11.0,8,1.7621145374449338, -48 -66 39,A39rv_L,87,aSTS_L,-1
17,-10.0,1,0.3021148036253776, -48 -33 15,A40rv_L,87,aSTS_L,-1
18,-13.0,6,2.643171806167401, -48 3 -36,A21r_L,87,aSTS_L,-1
19,-10.0,3,0.6607929515418502, -54 -69 33,A39rv_L,87,aSTS_L,-1
1,-11.0,4,1.7167381974248928, 60 -54 12,A37dl_R,88,aSTS_R,-1
1,-11.0,2,0.4975124378109453, 60 -54 15,A39rv_R,88,aSTS_R,-1
2,-11.0,3,2.272727272727273, 39 48 -15,A12/47o_R,88,aSTS_R,-1
3,-10.0,2,1.092896174863388, 30 -30 60,A1/2/3tru_R,88,aSTS_R,-1
4,-10.0,15,8.19672131147541, 24 -36 63,A1/2/3tru_R,88,aSTS_R,-1
5,-10.0,21,6.5625, 24 -63 15,dmPOS_R,88,aSTS_R,-1
5,-11.0,7,2.2508038585209005, 18 -63 15,vmPOS_R,88,aSTS_R,-1
6,-11.0,4,2.5806451612903225, 6 -27 60,A4ll_R,88,aSTS_R,-1
7,-13.0,22,8.494208494208495, -9 -60 12,dmPOS_L,88,aSTS_R,-1
7,-11.0,4,1.6129032258064515, 0 -72 15,rCunG_L,88,aSTS_R,-1
7,-10.0,62,20.666666666666668, -9 -69 12,vmPOS_L,88,aSTS_R,-1
8,-11.0,5,2.100840336134454, -6 -54 42,A31_L,88,aSTS_R,-1
9,-10.0,3,1.3392857142857142, -6 33 45,A9m_L,88,aSTS_R,-1
10,-10.0,6,2.6785714285714284, -6 39 36,A9m_L,88,aSTS_R,-1
11,-11.0,31,11.524163568773234, -18 24 45,A8dl_L,88,aSTS_R,-1
11,-11.0,3,1.0380622837370241, -24 24 48,A8vl_L,88,aSTS_R,-1
12,-10.0,1,0.29239766081871343, -27 -39 -21,Left V,88,aSTS_R,-1
13,-10.0,1,0.5050505050505051, -33 -30 63,A4ul_L,88,aSTS_R,-1
14,-10.0,2,0.8368200836820083, -42 -24 0,TE1.0/TE1.2_L,88,aSTS_R,-1
14,-10.0,10,9.803921568627452, -36 -24 3,G_L,88,aSTS_R,-1
15,-11.0,38,27.73722627737226, -42 -36 9,A41/42_L,88,aSTS_R,-1
15,-11.0,4,1.6736401673640167, -42 -30 12,TE1.0/TE1.2_L,88,aSTS_R,-1
15,-10.0,7,2.1148036253776437, -45 -36 15,A40rv_L,88,aSTS_R,-1
16,-10.0,3,2.112676056338028, -42 30 -18,A12/47o_L,88,aSTS_R,-1
16,-13.0,10,5.847953216374269, -45 33 -15,A12/47l_L,88,aSTS_R,-1
17,-10.0,4,2.9197080291970803, -57 -36 12,A41/42_L,88,aSTS_R,-1
17,-12.0,7,3.6842105263157894, -51 -24 -6,A22c_L,88,aSTS_R,-1
17,-11.0,7,3.867403314917127, -51 -12 -12,A22r_L,88,aSTS_R,-1
17,-12.0,55,20.99236641221374, -51 -21 -12,aSTS_L,88,aSTS_R,-1
17,-14.0,45,54.21686746987952, -51 -39 3,rpSTS_L,88,aSTS_R,-1
17,-11.0,16,14.814814814814815, -57 -48 6,cpSTS_L,88,aSTS_R,-1
18,-10.0,6,1.8927444794952681, -54 -51 36,A40c_L,88,aSTS_R,-1
1,-11.0,5,1.5822784810126582, 54 -33 42,A40rd_R,91,A37elv_L,-1
1,-13.0,3,0.9009009009009009, 60 -33 45,A40c_R,91,A37elv_L,-1
1,-12.0,3,0.78125, 57 -33 42,A40rv_R,91,A37elv_L,-1
2,-11.0,6,1.8987341772151898, 51 -36 45,A40rd_R,91,A37elv_L,-1
3,-14.0,10,4.651162790697675, 30 0 63,A6dl_R,91,A37elv_L,-1
3,-12.0,11,6.7073170731707314, 30 0 57,A6vl_R,91,A37elv_L,-1
3,-11.0,3,1.1904761904761905, 33 -3 60,A6cdl_R,91,A37elv_L,-1
4,-11.0,7,5.109489051094891, -21 -63 45,A7c_L,91,A37elv_L,-1
4,-11.0,5,2.9761904761904763, -21 -69 42,lsOccG_L,91,A37elv_L,-1
5,-11.0,5,2.9761904761904763, -24 -81 33,lsOccG_L,91,A37elv_L,-1
6,-10.0,2,0.9852216748768473, -24 -6 54,A6dl_L,91,A37elv_L,-1
6,-10.0,12,6.185567010309279, -27 -6 51,A6vl_L,91,A37elv_L,-1
6,-10.0,5,2.5380710659898478, -27 -9 54,A6cdl_L,91,A37elv_L,-1
7,-10.0,6,2.955665024630542, -24 0 63,A6dl_L,91,A37elv_L,-1
7,-10.0,20,10.309278350515465, -24 0 54,A6vl_L,91,A37elv_L,-1
8,-14.0,37,27.00729927007299, -33 -48 45,A5l_L,91,A37elv_L,-1
8,-11.0,3,2.5, -30 -54 42,A7ip_L,91,A37elv_L,-1
8,-11.0,21,8.46774193548387, -36 -51 42,A39rd_L,91,A37elv_L,-1
8,-15.0,33,10.749185667752442, -42 -45 48,A40rd_L,91,A37elv_L,-1
8,-14.0,3,1.4150943396226414, -42 -42 54,A2_L,91,A37elv_L,-1
9,-10.0,3,1.3888888888888888, -51 6 36,A6cvl_L,91,A37elv_L,-1
10,-15.0,38,12.37785016286645, -57 -33 42,A40rd_L,91,A37elv_L,-1
10,-15.0,14,4.416403785488959, -60 -39 42,A40c_L,91,A37elv_L,-1
10,-12.0,4,1.2084592145015105, -60 -33 36,A40rv_L,91,A37elv_L,-1
1,-10.0,2,0.8097165991902834, 51 -72 3,V5/MT+_R,92,A37elv_R,-1
2,-10.0,1,0.4608294930875576, 51 6 30,A6cvl_R,92,A37elv_R,-1
3,-11.0,1,0.5494505494505495, 42 0 36,IFJ_R,92,A37elv_R,-1
3,-15.0,8,3.686635944700461, 48 3 30,A6cvl_R,92,A37elv_R,-1
4,-11.0,3,0.9493670886075949, 45 -36 45,A40rd_R,92,A37elv_R,-1
5,-17.0,28,17.391304347826086, 24 -60 60,A7r_R,92,A37elv_R,-1
5,-17.0,100,64.93506493506493, 18 -69 51,A7c_R,92,A37elv_R,-1
5,-17.0,63,42.857142857142854, 27 -57 54,A7ip_R,92,A37elv_R,-1
5,-11.0,5,1.4836795252225519, 36 -84 24,A39c_R,92,A37elv_R,-1
5,-11.0,6,2.1739130434782608, 30 -66 51,A39rd_R,92,A37elv_R,-1
5,-16.0,36,32.142857142857146, 9 -63 48,A7m_R,92,A37elv_R,-1
5,-10.0,19,5.9375, 18 -69 39,dmPOS_R,92,A37elv_R,-1
5,-11.0,6,2.3166023166023164, 9 -60 42,A31_R,92,A37elv_R,-1
5,-11.0,11,4.641350210970464, 36 -87 21,mOccG_R,92,A37elv_R,-1
5,-12.0,23,11.917098445595855, 18 -81 45,msOccG_R,92,A37elv_R,-1
5,-12.0,127,56.95067264573991, 27 -75 39,lsOccG_R,92,A37elv_R,-1
6,-12.0,8,3.7209302325581395, 24 0 57,A6dl_R,92,A37elv_R,-1
6,-17.0,18,10.975609756097562, 30 0 54,A6vl_R,92,A37elv_R,-1
6,-17.0,46,18.253968253968253, 33 -6 54,A6cdl_R,92,A37elv_R,-1
7,-10.0,1,0.6802721088435374, 30 -51 39,A7ip_R,92,A37elv_R,-1
8,-12.0,1,0.3125, 21 -75 30,dmPOS_R,92,A37elv_R,-1
9,-10.0,2,1.092896174863388, 15 -51 54,A5m_R,92,A37elv_R,-1
10,-10.0,3,0.8620689655172413, 9 -72 -45,Right VIIb,92,A37elv_R,-1
11,-14.0,52,37.956204379562045, -15 -72 48,A7c_L,92,A37elv_R,-1
11,-11.0,23,16.78832116788321, -36 -48 51,A5l_L,92,A37elv_R,-1
11,-16.0,19,15.833333333333334, -27 -63 57,A7ip_L,92,A37elv_R,-1
