ROI_name,Region Name,SUM of UC,SUM of OC,Inconsistency,Equal
A24rv_R,A23d_R,1,0,FALSE,FALSE
A24rv_R,A38m_R,1,0,FALSE,FALSE
A24rv_R,G_R,1,0,FALSE,FALSE
A24rv_R,Left IX,1,0,FALSE,FALSE
A24rv_R,Vermis IX,1,0,FALSE,FALSE
A31_L,A10m_L,1,0,FALSE,FALSE
A31_L,A11m_L,1,0,FALSE,FALSE
A31_L,A11m_R,1,0,FALSE,FALSE
A31_L,A21r_L,1,0,FALSE,FALSE
A31_L,A22r_L,1,0,FALSE,FALSE
A31_L,A23d_L,1,0,FALSE,FALSE
A31_L,A38l_L,1,0,FALSE,FALSE
A31_L,A38l_R,1,0,FALSE,FALSE
A31_L,A38m_L,1,0,FALSE,FALSE
A31_L,A38m_R,1,0,FALSE,FALSE
A31_L,aSTS_L,1,0,FALSE,FALSE
A31_L,vmPOS_R,1,0,FALSE,FALSE
A32p_L,A21r_R,1,0,FALSE,FALSE
A32p_L,A23c_L,1,0,FALSE,FALSE
A32p_L,A23c_R,1,0,FALSE,FALSE
A32p_L,A23d_R,1,0,FALSE,FALSE
A32p_L,A35/36c_R,1,0,FALSE,FALSE
A32p_L,A38m_R,1,0,FALSE,FALSE
A32p_L,A39rv_R,1,0,FALSE,FALSE
A32p_L,Left IX,1,0,FALSE,FALSE
A32p_L,Left VI,1,0,FALSE,FALSE
A32p_L,lPFtha_L,1,0,FALSE,FALSE
A32p_L,mPFtha_L,1,0,FALSE,FALSE
A32p_L,Vermis IX,1,0,FALSE,FALSE
A32sg_L,A23c_L,1,0,FALSE,FALSE
A32sg_L,A23c_R,1,0,FALSE,FALSE
A32sg_L,A23v_R,1,0,FALSE,FALSE
A32sg_L,A31_L,1,0,FALSE,FALSE
A32sg_L,A31_R,1,0,FALSE,FALSE
A32sg_L,A38m_R,1,0,FALSE,FALSE
A32sg_L,A39rv_R,1,0,FALSE,FALSE
A32sg_L,dmPOS_L,1,0,FALSE,FALSE
A32sg_L,Left IX,1,0,FALSE,FALSE
A32sg_L,rCunG_R,1,0,FALSE,FALSE
A32sg_L,vmPOS_R,1,0,FALSE,FALSE
A35/36r_R,Left I-IV,1,0,FALSE,FALSE
A35/36r_R,rLinG_L,1,0,FALSE,FALSE
A35/36r_R,TH_L,1,0,FALSE,FALSE
A35/36r_R,vmPOS_R,1,0,FALSE,FALSE
A37dl_R,A39c_R,1,0,FALSE,FALSE
A37dl_R,A4ul_R,1,0,FALSE,FALSE
A37dl_R,A6cdl_R,1,0,FALSE,FALSE
A37dl_R,dmPOS_R,1,0,FALSE,FALSE
A37dl_R,V5/MT+_R,1,0,FALSE,FALSE
A37elv_L,A2_L,1,0,FALSE,FALSE
A37elv_L,A39rd_L,1,0,FALSE,FALSE
A37elv_L,A40c_L,1,0,FALSE,FALSE
A37elv_L,A40c_R,1,0,FALSE,FALSE
A37elv_L,A40rv_L,1,0,FALSE,FALSE
A37elv_L,A40rv_R,1,0,FALSE,FALSE
A37elv_L,A5l_L,1,0,FALSE,FALSE
A37elv_L,A6cdl_L,1,0,FALSE,FALSE
A37elv_L,A6cdl_R,1,0,FALSE,FALSE
A37elv_L,A6cvl_L,1,0,FALSE,FALSE
A37elv_L,A6dl_R,1,0,FALSE,FALSE
A37elv_L,A6vl_R,1,0,FALSE,FALSE
A37elv_L,A7c_L,1,0,FALSE,FALSE
A37elv_L,A7ip_L,1,0,FALSE,FALSE
A37elv_R,A2_L,1,0,FALSE,FALSE
A37elv_R,A31_R,1,0,FALSE,FALSE
A37elv_R,A39c_L,1,0,FALSE,FALSE
A37elv_R,A39c_R,1,0,FALSE,FALSE
A37elv_R,A39rd_R,1,0,FALSE,FALSE
A37elv_R,A40rd_L,1,0,FALSE,FALSE
A37elv_R,A40rd_R,1,0,FALSE,FALSE
A37elv_R,A5l_L,1,0,FALSE,FALSE
A37elv_R,A5m_R,1,0,FALSE,FALSE
A37elv_R,A6cdl_L,1,0,FALSE,FALSE
A37elv_R,A6cdl_R,1,0,FALSE,FALSE
A37elv_R,A6dl_L,1,0,FALSE,FALSE
A37elv_R,A6dl_R,1,0,FALSE,FALSE
A37elv_R,A6vl_L,1,0,FALSE,FALSE
A37elv_R,A6vl_R,1,0,FALSE,FALSE
A37elv_R,A7c_L,1,0,FALSE,FALSE
A37elv_R,A7c_R,1,0,FALSE,FALSE
A37elv_R,A7ip_L,1,0,FALSE,FALSE
A37elv_R,A7m_R,1,0,FALSE,FALSE
A37elv_R,A7r_R,1,0,FALSE,FALSE
A37elv_R,IFJ_R,1,0,FALSE,FALSE
A37elv_R,lsOccG_L,1,0,FALSE,FALSE
A37elv_R,lsOccG_R,1,0,FALSE,FALSE
A37elv_R,mOccG_R,1,0,FALSE,FALSE
A37elv_R,msOccG_L,1,0,FALSE,FALSE
A37elv_R,msOccG_R,1,0,FALSE,FALSE
A37elv_R,Right VIIb,1,0,FALSE,FALSE
A37elv_R,V5/MT+_R,1,0,FALSE,FALSE
A37elv_R,vmPOS_L,1,0,FALSE,FALSE
A37lv_L,A24cd_R,1,0,FALSE,FALSE
A37lv_L,A24rv_R,1,0,FALSE,FALSE
A37lv_L,A37elv_R,1,0,FALSE,FALSE
A37lv_L,A37vl_R,1,0,FALSE,FALSE
A37lv_L,A39rd_L,1,0,FALSE,FALSE
A37lv_L,A39rd_R,1,0,FALSE,FALSE
A37lv_L,A40c_L,1,0,FALSE,FALSE
A37lv_L,A40rv_R,1,0,FALSE,FALSE
A37lv_L,A4hf_R,1,0,FALSE,FALSE
A37lv_L,A4tl_L,1,0,FALSE,FALSE
A37lv_L,A4ul_R,1,0,FALSE,FALSE
A37lv_L,A5l_L,1,0,FALSE,FALSE
A37lv_L,A6cdl_L,1,0,FALSE,FALSE
A37lv_L,A6dl_L,1,0,FALSE,FALSE
A37lv_L,A6dl_R,1,0,FALSE,FALSE
A37lv_L,A6vl_L,1,0,FALSE,FALSE
A37lv_L,A6vl_R,1,0,FALSE,FALSE
A37lv_L,A8m_R,1,0,FALSE,FALSE
A37lv_L,cCunG_R,1,0,FALSE,FALSE
A37lv_L,dmPOS_L,1,0,FALSE,FALSE
A37lv_L,mOccG_L,1,0,FALSE,FALSE
A37lv_L,mOccG_R,1,0,FALSE,FALSE
A37lv_L,msOccG_R,1,0,FALSE,FALSE
A37lv_L,rCunG_R,1,0,FALSE,FALSE
A37lv_L,V5/MT+_L,1,0,FALSE,FALSE
A37lv_R,A2_R,1,0,FALSE,FALSE
A37lv_R,A37elv_L,1,0,FALSE,FALSE
A37lv_R,A37lv_L,1,0,FALSE,FALSE
A37lv_R,A37mv_L,1,0,FALSE,FALSE
A37lv_R,A37mv_R,1,0,FALSE,FALSE
A37lv_R,A39c_L,1,0,FALSE,FALSE
A37lv_R,A39rd_L,1,0,FALSE,FALSE
A37lv_R,A39rd_R,1,0,FALSE,FALSE
A37lv_R,A40rd_R,1,0,FALSE,FALSE
A37lv_R,A4ul_R,1,0,FALSE,FALSE
A37lv_R,A5l_L,1,0,FALSE,FALSE
A37lv_R,A5m_R,1,0,FALSE,FALSE
A37lv_R,A6cdl_L,1,0,FALSE,FALSE
A37lv_R,A6dl_R,1,0,FALSE,FALSE
A37lv_R,A6vl_R,1,0,FALSE,FALSE
A37lv_R,A7c_R,1,0,FALSE,FALSE
A37lv_R,A7ip_L,1,0,FALSE,FALSE
A37lv_R,A7ip_R,1,0,FALSE,FALSE
A37lv_R,A7m_R,1,0,FALSE,FALSE
A37lv_R,A7r_L,1,0,FALSE,FALSE
A37lv_R,lsOccG_R,1,0,FALSE,FALSE
A37lv_R,mOccG_L,1,0,FALSE,FALSE
A37lv_R,mOccG_R,1,0,FALSE,FALSE
A37lv_R,msOccG_R,1,0,FALSE,FALSE
A37lv_R,rCunG_L,1,0,FALSE,FALSE
A37lv_R,Right VIIb,1,0,FALSE,FALSE
A37lv_R,V5/MT+_R,1,0,FALSE,FALSE
A37lv_R,Vermis VIIIa,1,0,FALSE,FALSE
A37lv_R,vmPOS_L,1,0,FALSE,FALSE
A38m_L,A10m_R,1,0,FALSE,FALSE
A38m_L,A23v_R,1,0,FALSE,FALSE
A38m_L,A8dl_R,1,0,FALSE,FALSE
A38m_L,A9/46d_R,1,0,FALSE,FALSE
A38m_L,A9m_L,1,0,FALSE,FALSE
A38m_L,dmPOS_R,1,0,FALSE,FALSE
A38m_R,A10m_L,1,0,FALSE,FALSE
A38m_R,A32p_L,1,0,FALSE,FALSE
A38m_R,A39rd_R,1,0,FALSE,FALSE
A38m_R,A39rv_R,1,0,FALSE,FALSE
A38m_R,A41/42_L,1,0,FALSE,FALSE
A38m_R,A9m_R,1,0,FALSE,FALSE
A38m_R,dmPOS_L,1,0,FALSE,FALSE
A38m_R,vmPOS_L,1,0,FALSE,FALSE
A39rv_L,A21r_L,1,0,FALSE,FALSE
A40rd_L,A37elv_L,1,0,FALSE,FALSE
A40rd_L,A37lv_L,1,0,FALSE,FALSE
A40rd_L,A37vl_L,1,0,FALSE,FALSE
A40rd_L,A40rd_L,1,0,FALSE,TRUE
A4hf_L,A1/2/3ulhf_R,1,0,FALSE,FALSE
A4hf_L,A4hf_R,1,0,FALSE,FALSE
A4ll_L,A1/2/3ll_L,1,0,FALSE,FALSE
A4ll_L,A1/2/3tru_L,1,0,FALSE,FALSE
A5l_L,A20cl_L,1,0,FALSE,FALSE
A5l_L,A37elv_L,1,0,FALSE,FALSE
A5l_L,A37elv_R,1,0,FALSE,FALSE
A5l_L,A37lv_L,1,0,FALSE,FALSE
A5l_L,A37lv_R,1,0,FALSE,FALSE
A5l_L,A37mv_L,1,0,FALSE,FALSE
A5l_L,A37vl_L,1,0,FALSE,FALSE
A5l_L,A37vl_R,1,0,FALSE,FALSE
A5l_L,A6cdl_R,1,0,FALSE,FALSE
A5l_L,A6dl_L,1,0,FALSE,FALSE
A5l_L,lsOccG_R,1,0,FALSE,FALSE
A5l_L,msOccG_R,1,0,FALSE,FALSE
A5l_L,Right Crus I,1,0,FALSE,FALSE
A5l_L,V5/MT+_R,1,0,FALSE,FALSE
A6vl_L,A20cl_L,1,0,FALSE,FALSE
A6vl_L,A21c_L,1,0,FALSE,FALSE
A6vl_L,A37dl_L,1,0,FALSE,FALSE
A6vl_L,A37vl_L,1,0,FALSE,FALSE
A6vl_L,A45c_L,1,0,FALSE,FALSE
A6vl_L,aSTS_L,1,0,FALSE,FALSE
A6vl_R,A10l_R,1,0,FALSE,FALSE
A6vl_R,A46_R,1,0,FALSE,FALSE
A7c_R,A37elv_R,1,0,FALSE,FALSE
A7c_R,A37lv_R,1,0,FALSE,FALSE
A7c_R,A7c_R,1,0,FALSE,TRUE
A7ip_L,A37elv_R,1,0,FALSE,FALSE
A7ip_L,A37lv_L,1,0,FALSE,FALSE
A7ip_L,A37lv_R,1,0,FALSE,FALSE
A7ip_L,A37mv_L,1,0,FALSE,FALSE
A7ip_L,A37vl_R,1,0,FALSE,FALSE
A7ip_L,Left VI,1,0,FALSE,FALSE
A7ip_L,Right Crus I,1,0,FALSE,FALSE
A7ip_L,V5/MT+_R,1,0,FALSE,FALSE
A8dl_L,A11m_R,1,0,FALSE,FALSE
A8dl_L,A20cl_L,1,0,FALSE,FALSE
A8dl_L,A21c_L,1,0,FALSE,FALSE
A8dl_L,A21r_R,1,0,FALSE,FALSE
A8dl_L,A22c_L,1,0,FALSE,FALSE
A8vl_L,A20cl_L,1,0,FALSE,FALSE
A8vl_L,A21c_L,1,0,FALSE,FALSE
A8vl_L,A37dl_L,1,0,FALSE,FALSE
A9/46v_R,A6cdl_R,1,0,FALSE,FALSE
A9l_R,A38m_L,1,0,FALSE,FALSE
A9m_L,A11m_R,1,0,FALSE,FALSE
A9m_L,A20r_R,1,0,FALSE,FALSE
A9m_L,A21r_L,1,0,FALSE,FALSE
A9m_L,A21r_R,1,0,FALSE,FALSE
A9m_L,aSTS_L,1,0,FALSE,FALSE
A9m_R,A12/47o_L,1,0,FALSE,FALSE
A9m_R,A20r_R,1,0,FALSE,FALSE
A9m_R,A21r_L,1,0,FALSE,FALSE
A9m_R,A21r_R,1,0,FALSE,FALSE
A9m_R,A28/34_R,1,0,FALSE,FALSE
A9m_R,A37lv_R,1,0,FALSE,FALSE
A9m_R,A38l_L,1,0,FALSE,FALSE
A9m_R,A38m_L,1,0,FALSE,FALSE
A9m_R,A38m_R,1,0,FALSE,FALSE
A9m_R,A6vl_R,1,0,FALSE,FALSE
A9m_R,Left I-IV,1,0,FALSE,FALSE
A9m_R,Left V,1,0,FALSE,FALSE
A9m_R,Right V,1,0,FALSE,FALSE
A9m_R,Right VI,1,0,FALSE,FALSE
aSTS_L,A10m_R,1,0,FALSE,FALSE
aSTS_L,A11l_L,1,0,FALSE,FALSE
aSTS_L,A11m_L,1,0,FALSE,FALSE
aSTS_L,A11m_R,1,0,FALSE,FALSE
aSTS_L,A12/47l_L,1,0,FALSE,FALSE
aSTS_L,A12/47o_L,1,0,FALSE,FALSE
aSTS_L,A14m_R,1,0,FALSE,FALSE
aSTS_L,A21c_R,1,0,FALSE,FALSE
aSTS_L,A21r_L,1,0,FALSE,FALSE
aSTS_L,A22c_R,1,0,FALSE,FALSE
aSTS_L,A31_L,1,0,FALSE,FALSE
aSTS_L,A31_R,1,0,FALSE,FALSE
aSTS_L,A38l_L,1,0,FALSE,FALSE
aSTS_L,A38m_L,1,0,FALSE,FALSE
aSTS_L,A39rd_L,1,0,FALSE,FALSE
aSTS_L,A40c_L,1,0,FALSE,FALSE
aSTS_L,A40rv_L,1,0,FALSE,FALSE
aSTS_L,A8dl_R,1,0,FALSE,FALSE
aSTS_L,A8vl_R,1,0,FALSE,FALSE
aSTS_L,A9l_L,1,0,FALSE,FALSE
aSTS_L,A9m_L,1,0,FALSE,FALSE
aSTS_L,aSTS_R,1,0,FALSE,FALSE
aSTS_L,dmPOS_L,1,0,FALSE,FALSE
aSTS_L,dmPOS_R,1,0,FALSE,FALSE
aSTS_L,rCunG_R,1,0,FALSE,FALSE
aSTS_L,vIa_L,1,0,FALSE,FALSE
aSTS_L,vmPOS_L,1,0,FALSE,FALSE
aSTS_L,vmPOS_R,1,0,FALSE,FALSE
aSTS_R,A12/47l_L,1,0,FALSE,FALSE
aSTS_R,A12/47o_L,1,0,FALSE,FALSE
aSTS_R,A12/47o_R,1,0,FALSE,FALSE
aSTS_R,A22c_L,1,0,FALSE,FALSE
aSTS_R,A22r_L,1,0,FALSE,FALSE
aSTS_R,A31_L,1,0,FALSE,FALSE
aSTS_R,A37dl_R,1,0,FALSE,FALSE
aSTS_R,A39rv_R,1,0,FALSE,FALSE
aSTS_R,A40c_L,1,0,FALSE,FALSE
aSTS_R,A40rv_L,1,0,FALSE,FALSE
aSTS_R,A4ll_R,1,0,FALSE,FALSE
aSTS_R,A4ul_L,1,0,FALSE,FALSE
aSTS_R,A8dl_L,1,0,FALSE,FALSE
aSTS_R,A8vl_L,1,0,FALSE,FALSE
aSTS_R,aSTS_L,1,0,FALSE,FALSE
aSTS_R,cpSTS_L,1,0,FALSE,FALSE
aSTS_R,dmPOS_L,1,0,FALSE,FALSE
aSTS_R,dmPOS_R,1,0,FALSE,FALSE
aSTS_R,G_L,1,0,FALSE,FALSE
aSTS_R,Left V,1,0,FALSE,FALSE
aSTS_R,rCunG_L,1,0,FALSE,FALSE
aSTS_R,rpSTS_L,1,0,FALSE,FALSE
aSTS_R,vmPOS_L,1,0,FALSE,FALSE
aSTS_R,vmPOS_R,1,0,FALSE,FALSE
cpSTS_L,A21r_L,1,0,FALSE,FALSE
cpSTS_L,A22c_R,1,0,FALSE,FALSE
cpSTS_L,A22r_L,1,0,FALSE,FALSE
cpSTS_L,aSTS_L,1,0,FALSE,FALSE
cpSTS_L,aSTS_R,1,0,FALSE,FALSE
cpSTS_R,A1/2/3tru_L,1,0,FALSE,FALSE
cpSTS_R,A1/2/3ulhf_R,1,0,FALSE,FALSE
cpSTS_R,A44op_R,1,0,FALSE,FALSE
cpSTS_R,A4hf_R,1,0,FALSE,FALSE
cpSTS_R,A4tl_R,1,0,FALSE,FALSE
cpSTS_R,A7pc_L,1,0,FALSE,FALSE
cpSTS_R,dId_R,1,0,FALSE,FALSE
dmPOS_L,A21r_L,1,0,FALSE,FALSE
dmPOS_L,A21r_R,1,0,FALSE,FALSE
dmPOS_L,aSTS_L,1,0,FALSE,FALSE
dmPOS_R,A20rv_R,1,0,FALSE,FALSE
GP_R,Left V,1,0,FALSE,FALSE
GP_R,Left VI,1,0,FALSE,FALSE
GP_R,Left VIIIb,1,0,FALSE,FALSE
IFJ_L,A20cl_L,1,0,FALSE,FALSE
IFJ_L,A21c_L,1,0,FALSE,FALSE
IFJ_L,A37dl_L,1,0,FALSE,FALSE
IFJ_L,A6vl_L,1,0,FALSE,FALSE
IFJ_L,aSTS_L,1,0,FALSE,FALSE
IFJ_L,IFJ_L,1,0,FALSE,TRUE
IFJ_R,A10l_L,1,0,FALSE,FALSE
IFJ_R,A10l_R,1,0,FALSE,FALSE
IFJ_R,A12/47o_R,1,0,FALSE,FALSE
IFJ_R,A39rv_R,1,0,FALSE,FALSE
IFJ_R,A46_R,1,0,FALSE,FALSE
lsOccG_L,A37lv_R,1,0,FALSE,FALSE
lsOccG_R,A20cv_R,1,0,FALSE,FALSE
lsOccG_R,A37elv_L,1,0,FALSE,FALSE
lsOccG_R,A37elv_R,1,0,FALSE,FALSE
lsOccG_R,A37lv_R,1,0,FALSE,FALSE
lsOccG_R,A37vl_R,1,0,FALSE,FALSE
lsOccG_R,A7c_R,1,0,FALSE,FALSE
lsOccG_R,Right Crus I,1,0,FALSE,FALSE
Otha_R,A12/47o_R,1,0,FALSE,FALSE
Otha_R,A13_L,1,0,FALSE,FALSE
Otha_R,Left IX,1,0,FALSE,FALSE
Otha_R,mPMtha_R,1,0,FALSE,FALSE
Otha_R,NAC_L,1,0,FALSE,FALSE
Otha_R,NAC_R,1,0,FALSE,FALSE
Otha_R,Right VIIb,1,0,FALSE,FALSE
Otha_R,Right VIIIb,1,0,FALSE,FALSE
Otha_R,rTtha_R,1,0,FALSE,FALSE
Otha_R,vCa_R,1,0,FALSE,FALSE
rpSTS_L,A10m_L,1,0,FALSE,FALSE
rpSTS_L,A10m_R,1,0,FALSE,FALSE
rpSTS_L,A11l_R,1,0,FALSE,FALSE
rpSTS_L,A11m_L,1,0,FALSE,FALSE
rpSTS_L,A11m_R,1,0,FALSE,FALSE
rpSTS_L,A12/47l_L,1,0,FALSE,FALSE
rpSTS_L,A12/47l_R,1,0,FALSE,FALSE
rpSTS_L,A12/47o_L,1,0,FALSE,FALSE
rpSTS_L,A13_R,1,0,FALSE,FALSE
rpSTS_L,A21r_L,1,0,FALSE,FALSE
rpSTS_L,A21r_R,1,0,FALSE,FALSE
rpSTS_L,A22c_R,1,0,FALSE,FALSE
rpSTS_L,A22r_L,1,0,FALSE,FALSE
rpSTS_L,A22r_R,1,0,FALSE,FALSE
rpSTS_L,A32p_L,1,0,FALSE,FALSE
rpSTS_L,A32sg_R,1,0,FALSE,FALSE
rpSTS_L,A38l_L,1,0,FALSE,FALSE
rpSTS_L,A44v_L,1,0,FALSE,FALSE
rpSTS_L,A45c_L,1,0,FALSE,FALSE
rpSTS_L,A45r_L,1,0,FALSE,FALSE
rpSTS_L,A9m_R,1,0,FALSE,FALSE
rpSTS_L,aSTS_L,1,0,FALSE,FALSE
rpSTS_L,IFS_L,1,0,FALSE,FALSE
rpSTS_L,rpSTS_R,1,0,FALSE,FALSE
rpSTS_L,vIa_L,1,0,FALSE,FALSE
rpSTS_L,vIa_R,1,0,FALSE,FALSE
rpSTS_R,A1/2/3ulhf_R,1,0,FALSE,FALSE
rpSTS_R,A2_R,1,0,FALSE,FALSE
rpSTS_R,cpSTS_L,1,0,FALSE,FALSE
vmPOS_L,A11m_L,1,0,FALSE,FALSE
vmPOS_L,A11m_R,1,0,FALSE,FALSE
vmPOS_L,A12/47o_L,1,0,FALSE,FALSE
vmPOS_L,A21c_R,1,0,FALSE,FALSE
vmPOS_L,A21r_L,1,0,FALSE,FALSE
vmPOS_L,A21r_R,1,0,FALSE,FALSE
vmPOS_L,A37dl_R,1,0,FALSE,FALSE
vmPOS_L,A38l_L,1,0,FALSE,FALSE
vmPOS_L,rLinG_R,1,0,FALSE,FALSE
vmPOS_L,TH_R,1,0,FALSE,FALSE
vmPu_R,A1/2/3ll_R,1,0,FALSE,FALSE
vmPu_R,A23c_L,1,0,FALSE,FALSE
vmPu_R,A23c_R,1,0,FALSE,FALSE
vmPu_R,A23d_L,1,0,FALSE,FALSE
vmPu_R,A24cd_L,1,0,FALSE,FALSE
vmPu_R,A32p_R,1,0,FALSE,FALSE
vmPu_R,A40c_R,1,0,FALSE,FALSE
vmPu_R,A44d_R,1,0,FALSE,FALSE
vmPu_R,A9m_R,1,0,FALSE,FALSE
vmPu_R,dlPu_L,1,0,FALSE,FALSE
vmPu_R,Left IX,1,0,FALSE,FALSE
vmPu_R,Left V,1,0,FALSE,FALSE
vmPu_R,lPFtha_R,1,0,FALSE,FALSE
vmPu_R,mPMtha_R,1,0,FALSE,FALSE
vmPu_R,NAC_L,1,0,FALSE,FALSE
vmPu_R,Stha_R,1,0,FALSE,FALSE
vmPu_R,Vermis VI,1,0,FALSE,FALSE
A1/2/3ll_L,A31_R,0,1,FALSE,FALSE
A1/2/3tonIa_L,cTtha_L,0,1,FALSE,FALSE
A1/2/3tonIa_L,rTtha_R,0,1,FALSE,FALSE
A10m_L,iOccG_R,0,1,FALSE,FALSE
A10m_R,A10l_R,0,1,FALSE,FALSE
A10m_R,A12/47l_L,0,1,FALSE,FALSE
A10m_R,A39rd_L,0,1,FALSE,FALSE
A10m_R,A44op_L,0,1,FALSE,FALSE
A10m_R,A5l_L,0,1,FALSE,FALSE
A10m_R,A9/46v_L,0,1,FALSE,FALSE
A10m_R,A9/46v_R,0,1,FALSE,FALSE
A10m_R,dCa_L,0,1,FALSE,FALSE
A10m_R,dCa_R,0,1,FALSE,FALSE
A10m_R,IFS_L,0,1,FALSE,FALSE
A10m_R,IFS_R,0,1,FALSE,FALSE
A10m_R,iOccG_R,0,2,FALSE,FALSE
A10m_R,Left VI,0,1,FALSE,FALSE
A10m_R,Left VIIb,0,3,FALSE,FALSE
A10m_R,Left VIIIa,0,1,FALSE,FALSE
A10m_R,V5/MT+_R,0,3,FALSE,FALSE
A10m_R,Vermis VI,0,1,FALSE,FALSE
A11m_L,A20cl_R,0,1,FALSE,FALSE
A11m_L,A20cv_R,0,1,FALSE,FALSE
A11m_L,A37elv_R,0,1,FALSE,FALSE
A11m_L,Left Crus II,0,1,FALSE,FALSE
A11m_L,Left VIIIb,0,1,FALSE,FALSE
A11m_R,A10l_R,0,1,FALSE,FALSE
A11m_R,A11l_R,0,2,FALSE,FALSE
A11m_R,A12/47l_R,0,1,FALSE,FALSE
A11m_R,A20cl_R,0,1,FALSE,FALSE
A11m_R,A20cv_R,0,2,FALSE,FALSE
A11m_R,A37elv_R,0,1,FALSE,FALSE
A11m_R,A37lv_R,0,2,FALSE,FALSE
A11m_R,A9/46v_L,0,1,FALSE,FALSE
A11m_R,A9/46v_R,0,1,FALSE,FALSE
A11m_R,dIa_R,0,1,FALSE,FALSE
A11m_R,dId_R,0,1,FALSE,FALSE
A11m_R,dlPu_R,0,3,FALSE,FALSE
A11m_R,Left VIIIa,0,2,FALSE,FALSE
A11m_R,Left VIIIb,0,1,FALSE,FALSE
A11m_R,Left X,0,1,FALSE,FALSE
A11m_R,Right Crus I,0,3,FALSE,FALSE
A11m_R,Right VIIIa,0,1,FALSE,FALSE
A11m_R,vIa_R,0,1,FALSE,FALSE
A11m_R,vmPu_R,0,1,FALSE,FALSE
A12/47o_L,A11l_L,0,1,FALSE,FALSE
A12/47o_L,A20rv_R,0,1,FALSE,FALSE
A12/47o_L,A44op_R,0,1,FALSE,FALSE
A12/47o_L,A9/46v_R,0,1,FALSE,FALSE
A12/47o_L,dIa_R,0,1,FALSE,FALSE
A14m_R,lsOccG_L,0,1,FALSE,FALSE
A14m_R,msOccG_L,0,1,FALSE,FALSE
A14m_R,msOccG_R,0,1,FALSE,FALSE
A14m_R,Right X,0,2,FALSE,FALSE
A20cv_L,Left Crus I,0,1,FALSE,FALSE
A20cv_L,Left VI,0,1,FALSE,FALSE
A20cv_R,A20cv_R,0,1,FALSE,TRUE
A20cv_R,Right Crus I,0,1,FALSE,FALSE
A20il_L,Left Crus I,0,1,FALSE,FALSE
A20il_L,Left VI,0,1,FALSE,FALSE
A20iv_L,Left Crus I,0,1,FALSE,FALSE
A20iv_L,Left VI,0,1,FALSE,FALSE
A21c_L,A1/2/3tonIa_R,0,1,FALSE,FALSE
A21c_L,A20cv_R,0,1,FALSE,FALSE
A21c_L,A20iv_R,0,1,FALSE,FALSE
A21c_L,A20rv_R,0,1,FALSE,FALSE
A21c_L,A22c_R,0,1,FALSE,FALSE
A21c_L,A37lv_R,0,1,FALSE,FALSE
A21c_L,A4tl_R,0,1,FALSE,FALSE
A21c_L,A6cdl_R,0,1,FALSE,FALSE
A21c_L,Left Crus I,0,2,FALSE,FALSE
A21c_L,Left Crus II,0,1,FALSE,FALSE
A21c_L,Left VI,0,1,FALSE,FALSE
A21c_L,Left VIIb,0,3,FALSE,FALSE
A21c_L,Left VIIIa,0,4,FALSE,FALSE
A21c_L,Left X,0,1,FALSE,FALSE
A21c_L,rHipp_L,0,1,FALSE,FALSE
A21c_L,Right VIIb,0,1,FALSE,FALSE
A21c_L,Right VIIIa,0,4,FALSE,FALSE
A21c_L,Right VIIIb,0,2,FALSE,FALSE
A21c_L,Right X,0,1,FALSE,FALSE
A21c_L,Stha_L,0,1,FALSE,FALSE
A21c_L,TE1.0/TE1.2_R,0,1,FALSE,FALSE
A21r_L,A11l_R,0,2,FALSE,FALSE
A21r_L,A13_L,0,2,FALSE,FALSE
A21r_L,A20rv_L,0,1,FALSE,FALSE
A21r_L,A20rv_R,0,1,FALSE,FALSE
A21r_L,A32sg_L,0,1,FALSE,FALSE
A21r_L,A44op_R,0,1,FALSE,FALSE
A21r_L,A6m_R,0,1,FALSE,FALSE
A21r_L,A6vl_R,0,1,FALSE,FALSE
A21r_L,A8m_R,0,1,FALSE,FALSE
A21r_L,dCa_L,0,1,FALSE,FALSE
A21r_L,dCa_R,0,2,FALSE,FALSE
A21r_L,GP_L,0,2,FALSE,FALSE
A21r_L,GP_R,0,1,FALSE,FALSE
A21r_L,lAmyg_L,0,1,FALSE,FALSE
A21r_L,Left VIIIa,0,1,FALSE,FALSE
A21r_L,Left VIIIb,0,1,FALSE,FALSE
A21r_L,lPFtha_L,0,1,FALSE,FALSE
A21r_L,mAmyg_L,0,2,FALSE,FALSE
A21r_L,mPMtha_R,0,2,FALSE,FALSE
A21r_L,NAC_L,0,2,FALSE,FALSE
A21r_L,NAC_R,0,1,FALSE,FALSE
A21r_L,rHipp_L,0,1,FALSE,FALSE
A21r_L,vCa_R,0,1,FALSE,FALSE
A21r_L,vmPu_L,0,1,FALSE,FALSE
A21r_L,vmPu_R,0,1,FALSE,FALSE
A21r_R,A11l_R,0,1,FALSE,FALSE
A21r_R,A13_R,0,1,FALSE,FALSE
A21r_R,A8m_R,0,1,FALSE,FALSE
A21r_R,dCa_R,0,1,FALSE,FALSE
A21r_R,GP_R,0,1,FALSE,FALSE
A21r_R,Left VIIb,0,2,FALSE,FALSE
A21r_R,Left VIIIa,0,1,FALSE,FALSE
A21r_R,lPFtha_L,0,1,FALSE,FALSE
A21r_R,NAC_L,0,1,FALSE,FALSE
A21r_R,Right VIIIb,0,1,FALSE,FALSE
A21r_R,Right X,0,1,FALSE,FALSE
A21r_R,vmPu_L,0,1,FALSE,FALSE
